change_id,change_number,url,project,created,closed,status,subject,description,#revisions,#reviewers,#added_lines,#deleted_lines,#files,#inline_comments,#messages,discreption_length,duration_in_hours,files,at_least_one_puppet,AnsibleFiles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openstack%2Fnova~stable%2Fliberty~Ib68d80dd946fe447e51652ea9fcf5fe69fe30903,264789,https://review.opendev.org/264789,nova,22:42.0,26:18.0,ABANDONED,"Revert ""Fixes Python 3 str issue in ConfigDrive creation""","Revert ""Fixes Python 3 str issue in ConfigDrive creation""",1,1,8,8,2,0,2,57,0.06,"['nova/api/metadata/base.py', 'nova/tests/unit/test_metadata.py']",FALSE,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openstack%2Fnova~master~Iafa9ce1010886c0ba9e6821362490bbd0c0b133f,260658,https://review.opendev.org/260658,nova,19:46.0,30:44.0,ABANDONED,"This fix replaces multiple broken links with the correct, unbroken links","This fix replaces multiple broken links with the correct, unbroken links",1,7,65,64,1,0,9,72,379.1827778,['doc/api_samples/all_extensions/extensions-list-resp-v2.json'],FALSE,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openstack%2Fkolla~master~If2e6126281955445135fb48a1055f37e23d17044,264305,https://review.opendev.org/264305,kolla,51:45.0,14:28.0,ABANDONED,Fix bind mount permission error for glance api container,Fix bind mount permission error for glance api container,1,4,14,1,2,0,7,56,18.37861111,"['ansible/roles/glance/tasks/bootstrap.yml', 'ansible/roles/glance/tasks/start.yml']",FALSE,['ansible/roles/glance/tasks/bootstrap.yml'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openstack%2Fcloudkitty-dashboard~master~I9c9f3a397a4d520fbf289b3f05e69aebf45417fa,261652,https://review.opendev.org/261652,cloudkitty-dashboard,10:40.0,13:42.0,ABANDONED,py26 is no longer supported by Infra's CI,py26 is no longer supported by Infra's CI,1,4,1,1,1,0,6,41,293.0505556,['tox.ini'],FALSE,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openstack%2Fswift~master~Ie1d05d66a8be93b83ba604993500e55500c7eac5,260204,https://review.opendev.org/260204,swift,15:13.0,54:12.0,ABANDONED,Container-Sync to check the right client exception,Container-Sync to check the right client exception,1,5,33,18,2,0,7,50,400.6497222,"['swift/container/sync.py', 'test/unit/container/test_sync.py']",FALSE,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openstack%2Frequirements~master~Ic78280fe493b9f2775e6316561ac0e6e2fcb2aa8,261740,https://review.opendev.org/261740,requirements,50:46.0,31:34.0,ABANDONED,Add requirements.txt in tox.ini deps,Add requirements.txt in tox.ini deps,1,4,2,1,1,0,6,36,288.68,['tox.ini'],FALSE,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openstack%2Fdesignate~stable%2Fliberty~Ia52aa07c1379ef775fd9016fbc507778874298b6,264743,https://review.opendev.org/264743,designate,19:46.0,20:39.0,ABANDONED,Test the followup button?,Test the followup button?,1,0,0,0,0,0,2,25,0.014722222,[],FALSE,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openstack%2Fironic-specs~master~I1d53b8bc5100ee630d3702c83733d57af5f5d311,176712,https://review.opendev.org/176712,ironic-specs,29:31.0,53:14.0,ABANDONED,Add support for HTTPS to the Ironic API,Add support for HTTPS to the Ironic API,1,8,156,0,1,5,8,39,6215.395278,['specs/liberty/support-https-in-python.rst'],FALSE,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openstack%2Fkolla~master~I16f966b05e4373b715e2ed4ae80cc334a2804dd7,264640,https://review.opendev.org/264640,kolla,25:37.0,00:32.0,ABANDONED,Chown /var/lib/glance on every run of glance-api,Chown /var/lib/glance on every run of glance-api,1,4,2,1,1,0,6,48,2.581944444,['docker/glance/glance-api/extend_start.sh'],FALSE,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openstack%2Fos-brick~master~I70cf5e1990cc5baffb3ef5150b9ed673e3504d6c,230391,https://review.opendev.org/230391,os-brick,05:54.0,06:52.0,ABANDONED,remove unneeded in_use flag checking for multipath,iSCSI Stop calling multipath command line,2,10,21,152,2,4,17,41,2325.016111,"['os_brick/initiator/connector.py', 'os_brick/tests/initiator/test_connector.py']",FALSE,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openstack%2Fpython-novaclient~master~Id0b14ff7e38028a403ad15e7a016990e5d230122,236897,https://review.opendev.org/236897,python-novaclient,40:51.0,05:34.0,ABANDONED,Using openstackclient instead of keystoneclient,Using openstackclient instead of keystoneclient,1,5,5,4,3,0,11,47,1918.411944,"['novaclient/tests/functional/v2/legacy/test_quotas.py', 'novaclient/tests/functional/v2/test_quotas.py', 'requirements.txt']",FALSE,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openstack%2Fmanila~master~I465be390911a7c8d3c17e0a7246b960c09ab0028,263565,https://review.opendev.org/263565,manila,48:57.0,47:55.0,ABANDONED,LOG.warn -> LOG.warning,LOG.warn -> LOG.warning,2,6,164,158,23,0,13,23,50.98277778,"['manila/api/auth.py', 'manila/api/extensions.py', 'manila/api/middleware/sizelimit.py', 'manila/api/openstack/__init__.py', 'manila/api/openstack/urlmap.py', 'manila/api/sizelimit.py', 'manila/api/v1/share_networks.py', 'manila/api/v2/quota_sets.py', 'manila/context.py', 'manila/network/linux/interface.py', 'manila/scheduler/host_manager.py', 'manila/service.py', 'manila/share/api.py', 'manila/share/drivers/emc/plugins/isilon/isilon.py', 'manila/share/drivers/emc/plugins/vnx/connection.py', 'manila/share/drivers/emc/plugins/vnx/object_manager.py', 'manila/share/drivers/glusterfs/common.py', 'manila/share/drivers/glusterfs/layout_volume.py', 'manila/share/drivers/glusterfs_native.py', 'manila/share/drivers/windows/service_instance.py', 'manila/share/drivers/windows/windows_smb_driver.py', 'manila/tests/integrated/integrated_helpers.py', 'manila_tempest_tests/tests/api/base.py']",FALSE,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openstack%2Fos-brick~master~I9f7bdffab08db9ea3db42afb4524d3f7c199a0d0,264578,https://review.opendev.org/264578,os-brick,42:31.0,28:31.0,ABANDONED,Closes Bug : 1493350 Code Change to convert lunID/deviceID to hex as per SCSI report LUNs standard if greater than 255,Closes Bug : 1493350 Code Change to convert lunID/deviceID to hex as per SCSI report LUNs standard if greater than 255,1,5,20,1,1,0,7,118,2.766666667,['os_brick/initiator/connector.py'],FALSE,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openstack%2Fcloudkitty~master~I48c3c7adf210b4b1aebfdd632704640bfe7b6842,255389,https://review.opendev.org/255389,cloudkitty,20:15.0,22:56.0,ABANDONED,Remove py26 support,Remove py26 support,1,4,1,1,1,0,6,19,686.0447222,['tox.ini'],FALSE,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openstack%2Fcloudkitty~master~I67a9f4068354e373210af9cb49978fc691121b05,261159,https://review.opendev.org/261159,cloudkitty,30:39.0,22:34.0,ABANDONED,Drop py26 and py33 support,Drop py26 and py33 support,1,3,1,1,1,0,5,26,337.8652778,['tox.ini'],FALSE,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openstack%2Fcloudkitty~master~Iec75547068b89cf77b7b0382ac8b45fef754b6d5,263223,https://review.opendev.org/263223,cloudkitty,47:48.0,20:07.0,ABANDONED,Change LOG.warn to LOG.warning,Change LOG.warn to LOG.warning,1,6,3,2,1,0,8,30,67.53861111,['cloudkitty/orchestrator.py'],FALSE,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openstack%2Fopenstacksdk~master~Ib74338131316c3affedd7033eeb6101458c475d7,212336,https://review.opendev.org/212336,openstacksdk,14:48.0,52:30.0,ABANDONED,Fix flavor find interface function,Fix flavor find interface function,3,5,21,0,1,0,10,34,3529.628333,['openstack/compute/v2/_proxy.py'],FALSE,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openstack%2Fxstatic-jasmine~master~I1d75dc955a0372493e67b6515c27efe995652e61,264478,https://review.opendev.org/264478,xstatic-jasmine,04:04.0,25:44.0,ABANDONED,Remove support for py33,Remove support for py33,1,5,1,1,1,0,10,23,6.361111111,['tox.ini'],FALSE,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openstack%2Fopenstack-manuals~master~I1d492aab5841e72e2e3741fad68244569725d426,235130,https://review.opendev.org/235130,openstack-manuals,32:11.0,16:34.0,ABANDONED,Add new option nas_volume_prov_type in cinder.conf.sample,Add new option nas_volume_prov_type in cinder.conf.sample,4,8,3,0,1,2,17,57,2014.739722,['doc/common/samples/cinder.conf.sample'],FALSE,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openstack%2Fkolla~master~I597f8c56b00b7329151be438470d2032254e2e13,264300,https://review.opendev.org/264300,kolla,32:15.0,07:36.0,ABANDONED,Fix Docker images discovery for system-wide installation,Fix Docker images discovery for system-wide installation,1,3,2,2,1,1,7,56,11.58916667,['kolla/cmd/build.py'],FALSE,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openstack%2Fcinder~master~I3c4233b0183b8949db88904c445b8c6a42247b83,243489,https://review.opendev.org/243489,cinder,41:26.0,03:23.0,ABANDONED,Use assertTrue/False(A) Methods,Bug Fix : 1514739,6,45,24,30,8,14,106,17,1388.365833,"['cinder/tests/unit/api/contrib/test_backups.py', 'cinder/tests/unit/api/v1/test_volumes.py', 'cinder/tests/unit/api/v2/test_volumes.py', 'cinder/tests/unit/brick/test_brick_lvm.py', 'cinder/tests/unit/test_backup.py', 'cinder/tests/unit/test_context.py', 'cinder/tests/unit/test_netapp_ssc.py', 'cinder/tests/unit/test_v7000_fcp.py']",FALSE,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openstack%2Fopenstack-manuals~master~Ieb04ccc0d963e774be5d13012f939040934fe861,258931,https://review.opendev.org/258931,openstack-manuals,30:55.0,02:56.0,ABANDONED,set img css class layout to adjust image width in HTML View,"Fix bug 1527052, set img css class layout",3,3,6,1,1,1,11,41,499.5336111,['www/static/common/css/styles.css'],FALSE,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openstack%2Fnova~master~Ifc881d09e09997fcf77d63668d545e4db21f2867,264143,https://review.opendev.org/264143,nova,50:14.0,02:00.0,ABANDONED,Replacing range() n xrange() by six.moves.range(),Replacing range() n xrange() by six.moves.range(),1,6,0,1,1,0,8,49,18.19611111,['nova/tests/unit/api/ec2/test_api.py'],FALSE,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
